1615745762.6271312,999,0.5776970386505127
1615745917.9544768,1999,0.4493248462677002
1615746075.7725492,2999,0.45541912317276
1615746230.02508,3999,0.3885205090045929
1615746388.2318215,4999,0.34284573793411255
1615746543.76839,5999,0.35094624757766724
1615746702.035669,6999,0.4274442493915558
1615746862.4274907,7999,0.3096618056297302
1615747019.2859895,8999,0.3972604274749756
1615747178.3582594,9999,0.38076597452163696
1615747335.4176705,10999,0.33756184577941895
1615747494.7257278,11999,0.35700738430023193
1615747648.4789236,12999,0.3096407651901245
1615747800.4564471,13999,0.342251718044281
1615747957.7317224,14999,0.36416006088256836
1615748112.6387498,15999,0.36159729957580566
1615748272.7256293,16999,0.37970292568206787
1615748425.8291674,17999,0.37959617376327515
1615748583.762019,18999,0.3869457542896271
1615748740.4469564,19999,0.3188607692718506
1615748894.1716864,20999,0.35283178091049194
1615749052.2086446,21999,0.3676035404205322
1615749205.3572228,22999,0.36292964220046997
1615749369.4693391,23999,0.26554355025291443
1615749528.0595033,24999,0.2737477421760559
1615749695.5305476,25999,0.24898487329483032
1615749856.1865497,26999,0.3158433139324188
1615750016.1144822,27999,0.27307066321372986
1615750183.4280422,28999,0.20443648099899292
1615750342.3008637,29999,0.24392902851104736
1615750511.8293755,30999,0.24734315276145935
1615750672.127402,31999,0.2565430998802185
1615750840.1609104,32999,0.23652943968772888
1615751001.6292293,33999,0.24888098239898682
1615751159.9947135,34999,0.27670595049858093
1615751329.38408,35999,0.18715383112430573
1615751490.350071,36999,0.22692462801933289
1615751655.7345457,37999,0.2233680933713913
1615751813.6799338,38999,0.2370012104511261
1615751985.1557095,39999,0.2462189793586731
1615752143.6431386,40999,0.25510135293006897
1615752302.3784876,41999,0.2071305513381958
1615752470.958481,42999,0.2405318319797516
1615752631.6201882,43999,0.22320929169654846
1615752799.2299442,44999,0.2145446240901947
1615752960.0589855,45999,0.27537381649017334
1615753117.776559,46999,0.28466954827308655
1615753287.2963963,47999,0.2635100185871124
1615753445.932669,48999,0.24786388874053955
1615753619.9387503,49999,0.22911351919174194
1615753779.7060294,50999,0.21735361218452454
1615753954.3252559,51999,0.2108662873506546
1615754113.2751439,52999,0.23092451691627502
1615754272.3128102,53999,0.27783259749412537
1615754448.3302248,54999,0.22772657871246338
1615754607.7160187,55999,0.20417341589927673
1615754779.883968,56999,0.23862624168395996
1615754941.2223635,57999,0.2500085234642029
1615755114.017034,58999,0.16440041363239288
1615755272.9702141,59999,0.18485265970230103
1615755434.2234282,60999,0.31275418400764465
1615755606.5653248,61999,0.28424859046936035
1615755766.4105663,62999,0.2117263674736023
1615755941.005371,63999,0.22832155227661133
1615756099.87911,64999,0.20192517340183258
1615756271.856155,65999,0.19733574986457825
1615756433.7687175,66999,0.22334644198417664
1615756592.4270864,67999,0.19144725799560547
1615756764.170216,68999,0.2627663016319275
1615756925.2182114,69999,0.2463342696428299
1615757098.1435628,70999,0.36672088503837585
1615757255.743719,71999,0.25540781021118164
1615757434.7663238,72999,0.22653278708457947
1615757593.8303883,73999,0.2604699432849884
1615757754.3601782,74999,0.3127683401107788
1615757933.1069055,75999,0.3205161988735199
1615758092.239345,76999,0.25980451703071594
1615758268.5085566,77999,0.2884310781955719
1615758431.4029129,78999,0.17904070019721985
1615758609.5930843,79999,0.21795189380645752
1615758768.5021336,80999,0.25623515248298645
1615758928.7578669,81999,0.21909096837043762
1615759106.9883814,82999,0.2286151498556137
1615759265.5829327,83999,0.2212119847536087
1615759444.5477886,84999,0.2195451557636261
1615759602.7353597,85999,0.23804515600204468
1615759783.1740248,86999,0.22272658348083496
1615759942.0390682,87999,0.20304852724075317
1615760100.859733,88999,0.23598244786262512
1615760279.020731,89999,0.3123309314250946
1615760438.5896769,90999,0.24369826912879944
1615760614.618754,91999,0.19957992434501648
1615760775.4517775,92999,0.1854645013809204
1615760933.271928,93999,0.22975757718086243
1615761111.8333554,94999,0.30019837617874146
1615761272.5973878,95999,0.21632272005081177
1615761453.5378375,96999,0.2324526011943817
1615761613.557325,97999,0.22814340889453888
1615761796.4004376,98999,0.1871342658996582
1615761955.3311834,99999,0.1946476846933365
1615762114.6081092,100999,0.26201489567756653
1615762297.6110346,101999,0.2478991150856018
1615762456.7784154,102999,0.21876409649848938
1615762640.1060588,103999,0.24686378240585327
1615762798.9698396,104999,0.22938622534275055
1615762981.2843692,105999,0.23444736003875732
1615763142.5085173,106999,0.22960525751113892
1615763301.2459831,107999,0.2729197144508362
1615763482.085933,108999,0.20218853652477264
1615763643.9255729,109999,0.17724379897117615
1615763824.4732466,110999,0.18014025688171387
1615763983.3236294,111999,0.22989988327026367
1615764164.2135704,112999,0.18258439004421234
1615764323.719454,113999,0.28823620080947876
1615764484.634593,114999,0.23291341960430145
1615764665.6413822,115999,0.2006378173828125
1615764824.2035162,116999,0.24317757785320282
1615765008.5339725,117999,0.2826288342475891
1615765167.3688154,118999,0.2506614029407501
1615765355.1929107,119999,0.24300608038902283
1615765513.6643486,120999,0.22468668222427368
1615765673.7422092,121999,0.2580556869506836
1615765859.9550931,122999,0.1985929310321808
1615766018.482972,123999,0.24305295944213867
1615766203.3162193,124999,0.26669228076934814
1615766365.5225508,125999,0.313713401556015
1615766550.6132174,126999,0.3007272779941559
1615766709.2981358,127999,0.24524560570716858
1615766869.4495943,128999,0.23637743294239044
1615767056.3426163,129999,0.30662497878074646
1615767215.2243788,130999,0.2607879340648651
1615767400.3694508,131999,0.24045675992965698
1615767558.2162282,132999,0.29952889680862427
1615767747.2922487,133999,0.180540531873703
1615767906.1214976,134999,0.25241121649742126
1615768064.893306,135999,0.2937341034412384
